humidity,Longitude,rain,lat,lon,temp
54.01,75.02941518,2.022340319,16.75,75,31.06183185
43.4,77.47094396,1.958431059,16.75,77.5,99.90000153
36.17,74.3340243,4.137417505,16.75,74.25,29.73988013
40.2,73.77184355,11.99113205,16.75,73.75,27.74566411
41.68,79.48471687,2.147820136,16.75,79.5,99.90000153
45.53,76.86633837,1.190347374,16.75,76.75,32.77985126
43.71,73.93390691,7.942066996,16.75,74,99.90000153
46.03,78.47018464,1.927693884,16.75,78.5,99.90000153
36.58,78.68879808,2.044418192,16.75,78.75,99.90000153
41.92,78.14737658,2.119479922,16.75,78.25,32.36023206
46.37,80.299831,2.422912416,16.75,80.25,99.90000153
44.57,79.41689229,2.147820136,16.75,79.5,99.90000153
49.08,75.23792616,1.949914923,16.75,75.25,99.90000153
48.98,76.08478744,1.325048709,16.75,76,32.63635516
41.41,75.0549609,2.022340319,16.75,75,99.90000153
50.41,82.29658509,3.160914725,16.75,82.25,99.90000153
46.17,74.44039503,3.128190777,16.75,74.5,24.45453679
49.52,80.62560495,3.433124658,16.75,80.75,31.91402437
44.15,75.31013856,1.949914923,16.75,75.25,99.90000153
51.89,82.13129581,3.160914725,16.75,82.25,28.40058549
54.74,80.63893055,3.433124658,16.75,80.75,32.31067848
46.96,76.00931202,1.325048709,16.75,76,31.59821639
49.32,79.75412507,2.078134193,16.75,79.75,99.90000153
54,82.10775114,3.384609592,16.75,82,99.90000153
54.38,77.5009939,1.958431059,16.75,77.5,99.90000153
52.61,74.58525123,3.128190777,16.75,74.5,33.67020095
44.27,73.56840677,14.6655949,16.75,73.5,99.90000153
40.19,76.5964828,1.335777384,16.75,76.5,99.90000153
44.24,79.2865728,2.162798768,16.75,79.25,99.90000153
48.45,73.45621788,14.6655949,16.75,73.5,99.90000153
45.05,79.36519933,2.162798768,16.75,79.25,99.90000153
50.41,78.94667068,1.941867234,16.75,79,31.0448256
47.31,76.31036366,1.40088404,16.75,76.25,99.90000153
41.29,75.53154442,1.540456616,16.75,75.5,99.90000153
43.71,74.86270761,2.232829262,16.75,74.75,99.90000153
38.01,78.81585704,2.044418192,16.75,78.75,25.98406199
43.16,82.21288574,3.160914725,16.75,82.25,99.90000153
46.5,74.98564988,2.022340319,16.75,75,99.90000153
40.03,78.23819557,2.119479922,16.75,78.25,99.90000153
44.24,78.67176189,2.044418192,16.75,78.75,30.19005715
47.26,80.19692514,2.422912416,16.75,80.25,99.90000153
39.37,76.52735166,1.335777384,16.75,76.5,99.90000153
43.33,78.1134215,2.486115133,16.75,78,99.90000153
53.77,75.36520025,1.949914923,16.75,75.25,19.83019753
31.97,75.37527353,1.540456616,16.75,75.5,99.90000153
50.62,77.32207346,2.146839668,16.75,77.25,99.90000153
44,78.2089583,2.119479922,16.75,78.25,99.90000153
54.67,76.44967189,1.335777384,16.75,76.5,99.90000153
46.35,77.54670321,1.958431059,16.75,77.5,24.40312714
42.2,74.43668878,3.128190777,16.75,74.5,99.90000153
39.31,74.8289945,2.232829262,16.75,74.75,19.44448137
38.89,80.96727411,2.588731077,16.75,81,32.7761276
43.47,74.4829809,3.128190777,16.75,74.5,99.90000153
39.9,79.68242164,2.078134193,16.75,79.75,99.90000153
49.72,77.45220288,1.958431059,16.75,77.5,33.65563505
54.29,77.66360502,2.278284923,16.75,77.75,31.3185263
47.27,75.03618741,2.022340319,16.75,75,32.42545672
36.31,78.44742285,1.927693884,16.75,78.5,99.90000153
54.18,78.88698017,1.941867234,16.75,79,33.3887334
48.35,80.47270781,3.320617365,16.75,80.5,31.41184734
44.42,77.98446178,2.486115133,16.75,78,99.90000153
45.24,78.86761538,2.044418192,16.75,78.75,28.6898369
40.42,75.29532044,1.949914923,16.75,75.25,30.97155666
41.51,75.57416855,1.540456616,16.75,75.5,99.90000153
45.82,79.54574173,2.147820136,16.75,79.5,99.90000153
43.15,81.90669938,3.384609592,16.75,82,22.51463982
45.62,75.36073513,1.949914923,16.75,75.25,99.90000153
38.32,79.6321356,2.078134193,16.75,79.75,19.84089555
48.06,78.55130683,1.927693884,16.75,78.5,99.90000153
39.93,81.35408925,2.798962135,16.75,81.25,99.90000153
54.47,77.79466133,2.278284923,16.75,77.75,99.90000153
39.93,74.16539426,4.137417505,16.75,74.25,99.90000153
43.57,79.42479882,2.147820136,16.75,79.5,99.90000153
44.92,75.95447467,1.325048709,16.75,76,99.90000153
50.59,75.6611635,1.388186927,16.75,75.75,32.32064237
40.7,80.38684245,3.320617365,16.75,80.5,20.90170443
41.16,76.36898198,1.40088404,16.75,76.25,99.90000153
41.52,75.69558016,1.388186927,16.75,75.75,99.90000153
46.09,75.03949612,2.022340319,16.75,75,31.75783949
46.12,79.72445236,2.078134193,16.75,79.75,99.90000153
55.45,78.89527419,1.941867234,16.75,79,99.90000153
41.56,79.22583039,2.162798768,16.75,79.25,31.25142267
48.28,81.46833998,2.398969462,17,81.5,31.75566139
44.71,73.5232487,13.89649043,17,73.5,31.58657467
48.32,77.74152473,1.953846211,17,77.75,99.90000153
49.97,80.91329451,3.004483948,17,81,99.90000153
31.64,80.90389442,3.004483948,17,81,99.90000153
43.06,74.43602447,2.851577661,17,74.5,99.90000153
43,80.98321886,3.004483948,17,81,99.90000153
37.87,76.9702079,1.764273285,17,77,99.90000153
48.44,79.77458066,1.761552,17,79.75,99.90000153
44.29,75.03673626,2.200065743,17,75,99.90000153
40.72,78.10988613,1.682026526,17,78,99.90000153
52.94,82.30623074,3.000921257,17,82.25,99.90000153
49.71,78.45675334,2.262986636,17,78.5,99.90000153
43.35,73.45891205,13.89649043,17,73.5,99.90000153
46.57,79.58532857,2.3654744,17,79.5,34.00233761
54.58,74.52054203,2.851577661,17,74.5,99.90000153
35.18,82.24802699,3.000921257,17,82.25,35.06562295
48.71,77.80306077,1.953846211,17,77.75,99.90000153
51.42,76.44501241,1.654093643,17,76.5,29.26694955
43,76.27856609,1.723828773,17,76.25,29.26694955
45.49,81.02259658,3.004483948,17,81,99.90000153
51.55,76.60211891,1.654093643,17,76.5,32.77985126
40.78,75.87796413,1.401440348,17,76,28.76470959
39.3,76.56999921,1.654093643,17,76.5,34.48173909
47.59,76.8738927,1.492734825,17,76.75,99.90000153
46.21,81.89072764,2.737700772,17,82,32.37595877
46.08,81.32656462,2.772678883,17,81.25,31.25441035
46.57,77.69184443,1.953846211,17,77.75,32.15808916
45.99,77.11779228,1.764273285,17,77,99.90000153
50.54,77.1922003,1.977394187,17,77.25,99.90000153
58.07,78.79153728,2.189304053,17,78.75,32.6230562
47,81.62693758,2.180685993,17,81.75,33.06647982
50.16,77.73771045,1.953846211,17,77.75,34.12648631
46.95,78.25975485,1.890630294,17,78.25,26.04677803
54.58,74.5593766,2.851577661,17,74.5,99.90000153
40.06,74.93506407,2.200065743,17,75,34.00551747
38.08,80.89476512,3.004483948,17,81,99.90000153
47.47,79.8744511,1.761552,17,79.75,99.90000153
44.67,82.170474,3.000921257,17,82.25,99.90000153
43.44,74.71582961,2.080379949,17,74.75,99.90000153
36.11,74.65062054,2.080379949,17,74.75,99.90000153
46.41,78.9049252,2.50036258,17,79,99.90000153
44.27,76.52005285,1.654093643,17,76.5,99.90000153
44.79,79.53042464,2.3654744,17,79.5,99.90000153
51.1,81.37812696,2.398969462,17,81.5,25.34372208
45.96,77.4969624,1.932656558,17,77.5,20.61298078
56.16,74.48886864,2.851577661,17,74.5,99.90000153
39.84,77.46938136,1.932656558,17,77.5,31.08825571
34.96,81.11211505,3.004483948,17,81,32.7761276
47.57,81.22188335,2.772678883,17,81.25,99.90000153
41.61,80.94633951,3.004483948,17,81,31.78430159
36.07,74.27391911,2.597712572,17,74.25,99.90000153
37.59,78.33168222,1.890630294,17,78.25,99.90000153
49.37,76.84658545,1.492734825,17,76.75,99.90000153
45.31,76.84528538,1.492734825,17,76.75,99.90000153
50.85,80.45224829,3.483468593,17,80.5,31.55394425
35.35,78.78934585,2.189304053,17,78.75,99.90000153
44.33,81.54981202,2.398969462,17,81.5,31.75783949
60.55,74.22132592,2.597712572,17,74.25,99.90000153
50.61,75.43076591,1.956604839,17,75.5,24.40312714
37.59,74.14328786,2.597712572,17,74.25,34.00551747
40.67,76.56695027,1.654093643,17,76.5,26.04677803
48.25,78.57602247,2.262986636,17,78.5,32.21027684
42.5,74.8635503,2.080379949,17,74.75,99.90000153
51.43,79.65554447,1.761552,17,79.75,26.80643308
36.52,77.58827105,1.932656558,17,77.5,28.70941561
49.91,80.67622133,3.250452413,17,80.75,32.26574635
53.55,81.14720121,2.772678883,17,81.25,99.90000153
43.43,77.93016734,1.682026526,17,78,99.90000153
52.23,82.0354297,2.737700772,17,82,99.90000153
46.88,73.14560381,11.15942009,17,73.25,32.22271666
49.51,79.33181716,2.432283026,17,79.25,99.90000153
47.48,74.95109872,2.200065743,17,75,32.98501353
41.09,77.47301122,1.932656558,17,77.5,28.54527119
45.12,79.29492037,2.432283026,17,79.25,32.18103122
42.05,75.22708354,2.057951984,17,75.25,99.90000153
42.91,77.49027658,1.932656558,17,77.5,32.12019394
42.44,78.72360984,2.189304053,17,78.75,31.89724798
46.41,80.85605487,3.250452413,17,80.75,99.90000153
35.86,80.43376564,3.483468593,17,80.5,32.11437577
48.09,77.80640267,1.953846211,17,77.75,34.35849302
42.25,80.08118597,2.214217763,17,80,33.01859242
42.9,80.50659393,3.101637865,17.25,80.5,21.66985241
44.81,74.53510849,2.555158945,17.25,74.5,99.90000153
42.8,76.76580931,1.876738641,17.25,76.75,33.59284266
42.88,75.41578974,1.75547131,17.25,75.5,99.90000153
54.07,77.67201459,1.482279246,17.25,77.75,21.15057595
49.69,75.32784279,1.751511243,17.25,75.25,32.6729318
48.04,82.27413484,2.981859122,17.25,82.25,29.79656219
49.25,76.45781378,1.816685478,17.25,76.5,31.16284985
44.68,77.87901418,2.011100492,17.25,78,99.90000153
48.42,81.35886183,3.187659714,17.25,81.25,99.90000153
43.87,73.60588455,13.35158581,17.25,73.5,99.90000153
53.07,75.63407853,1.675296341,17.25,75.75,99.90000153
47.45,73.35403937,12.2028821,17.25,73.25,33.85698486
38.41,78.99096821,2.404214404,17.25,79,32.30673772
45.6,77.34707229,2.507467265,17.25,77.25,32.69500426
36.97,82.10957365,2.106560766,17.25,82,29.73473832
39.29,76.82822573,1.876738641,17.25,76.75,32.54579342
47.91,74.8457734,1.946096016,17.25,74.75,31.89724798
42.52,77.17441769,2.507467265,17.25,77.25,32.31067848
44.65,73.34033472,12.2028821,17.25,73.25,99.90000153
52.23,74.81156802,1.946096016,17.25,74.75,99.90000153
56.04,78.09159552,2.011100492,17.25,78,99.90000153
45.72,73.68297928,8.338432914,17.25,73.75,99.90000153
44.32,75.86958347,1.675296341,17.25,75.75,99.90000153
38.02,73.35530955,12.2028821,17.25,73.25,31.69004794
59.53,79.09919099,2.404214404,17.25,79,99.90000153
51.21,81.33235212,3.187659714,17.25,81.25,99.90000153
47.04,73.24962075,12.2028821,17.25,73.25,99.90000153
44.77,74.23804112,2.917759915,17.25,74.25,31.74886904
42.04,75.2626519,1.751511243,17.25,75.25,31.00166248
45.93,79.51230564,2.599170572,17.25,79.5,99.90000153
41.95,75.79983106,1.675296341,17.25,75.75,99.90000153
51.6,82.38876825,3.020136814,17.25,82.5,26.11550975
46.37,80.77127539,3.090286302,17.25,80.75,31.54459259
43.33,74.02435199,4.825069097,17.25,74,99.90000153
42.67,77.98432177,2.011100492,17.25,78,30.33650359
42.78,80.69388299,3.090286302,17.25,80.75,99.90000153
50.54,74.33063591,2.917759915,17.25,74.25,30.81464374
38.51,76.42907251,1.816685478,17.25,76.5,33.68215904
51.05,76.21985851,2.153823939,17.25,76.25,99.90000153
47.11,80.0808369,2.755123783,17.25,80,31.55487043
42.99,79.80744558,2.24424384,17.25,79.75,99.90000153
46.43,76.9393583,2.261071479,17.25,77,33.01859242
40.35,74.72679943,1.946096016,17.25,74.75,29.60947498
37.56,75.80274072,1.675296341,17.25,75.75,99.90000153
43.81,78.22226831,2.002282739,17.25,78.25,29.5544373
44.56,80.50752471,3.101637865,17.25,80.5,99.90000153
40.12,79.68198623,2.24424384,17.25,79.75,33.68215904
56.14,80.27926815,3.095806418,17.25,80.25,31.3185263
46.43,81.3593305,3.187659714,17.25,81.25,20.70591654
47.43,81.45778146,3.343754285,17.25,81.5,99.90000153
51.83,76.7928147,1.876738641,17.25,76.75,32.19569273
48.41,79.28653477,2.739537399,17.25,79.25,99.90000153
34.92,74.85007721,1.946096016,17.25,74.75,99.90000153
52.21,82.57404254,3.020136814,17.25,82.5,99.90000153
41.01,82.59326678,3.020136814,17.25,82.5,99.90000153
46.65,77.68932526,1.482279246,17.25,77.75,99.90000153
38.13,75.17576695,1.751511243,17.25,75.25,99.90000153
49.59,76.82815573,1.876738641,17.25,76.75,26.04677803
41.46,81.5714316,3.343754285,17.25,81.5,99.90000153
47.27,74.41680408,2.555158945,17.25,74.5,99.90000153
45.06,80.88179263,2.979124544,17.25,81,33.59284266
43.74,79.19943699,2.739537399,17.25,79.25,41.13967193
45.98,75.49649794,1.75547131,17.25,75.5,99.90000153
47.78,76.12933547,2.153823939,17.25,76.25,26.40521904
49.75,76.88024477,2.261071479,17.25,77,31.41184734
42.01,76.09682541,1.772388256,17.25,76,99.90000153
49.46,73.27406321,12.2028821,17.25,73.25,99.90000153
39.04,77.31116319,2.936993819,17.5,77.25,99.90000153
37.97,78.33574512,2.489593481,17.5,78.25,99.90000153
44.84,75.77290682,2.259455335,17.5,75.75,32.6230562
47.77,73.01190053,10.58122967,17.5,73,99.90000153
46.08,80.54768392,3.462240449,17.5,80.5,31.06183185
52.23,76.54225866,2.078085804,17.5,76.5,33.65940802
38.68,82.30816862,3.07251263,17.5,82.25,99.90000153
51.93,82.61950915,2.955601237,17.5,82.5,32.04822558
42.09,80.07548602,2.911796522,17.5,80,99.90000153
36.89,74.40307381,2.313366846,17.5,74.5,99.90000153
40.52,77.76177684,1.794134218,17.5,77.75,99.90000153
42.73,80.41747978,3.462240449,17.5,80.5,29.73473832
42.79,82.6466087,2.888115579,17.5,82.75,99.90000153
56.47,81.20322857,4.027285021,17.5,81.25,21.03097782
40.92,82.6161099,2.955601237,17.5,82.5,99.90000153
49.6,73.41549635,14.74761763,17.5,73.5,99.90000153
52.53,75.85722571,2.259455335,17.5,75.75,32.31087637
47.25,78.78691951,2.951945647,17.5,78.75,99.90000153
42.72,77.13759497,2.936993819,17.5,77.25,30.33650359
52.53,80.64910942,3.805249844,17.5,80.75,99.90000153
37.53,74.6716364,1.706880033,17.5,74.75,26.80643308
45.11,76.37263603,1.860113959,17.5,76.25,32.32064237
46.2,75.20175096,1.484014774,17.5,75.25,99.90000153
44.24,75.733973,2.259455335,17.5,75.75,99.90000153
50.05,76.34541284,1.860113959,17.5,76.25,99.90000153
48.86,73.11900474,10.58122967,17.5,73,32.54163478
51.33,81.80486673,3.111156111,17.5,81.75,99.90000153
55.9,81.9156916,2.584507174,17.5,82,30.68215409
48.19,77.50778213,2.310721703,17.5,77.5,24.27132733
39.85,82.29128235,3.07251263,17.5,82.25,32.46991013
54.03,74.59917932,2.313366846,17.5,74.5,99.90000153
47.84,76.80012237,2.186691154,17.5,76.75,31.97227125
42.31,79.01282169,3.276312814,17.5,79,29.73988013
46.27,72.93002703,10.58122967,17.5,73,26.85968293
50.47,79.72058204,3.250716793,17.5,79.75,99.90000153
49.62,75.15545775,1.484014774,17.5,75.25,99.90000153
51.45,79.56180675,3.317470048,17.5,79.5,99.90000153
41.09,74.97373794,1.473376857,17.5,75,99.90000153
51.29,81.63988507,3.111156111,17.5,81.75,99.90000153
50.32,73.88156579,4.460705633,17.5,74,29.31598256
50.68,76.43426633,2.078085804,17.5,76.5,99.90000153
57.12,81.4573394,3.528789699,17.5,81.5,99.90000153
49.51,76.27244754,1.860113959,17.5,76.25,33.28149206
40.71,79.44856884,3.317470048,17.5,79.5,24.62672651
46.68,78.31834793,2.489593481,17.5,78.25,32.69500426
46.8,82.19645109,3.07251263,17.5,82.25,99.90000153
48.02,77.09984274,2.368964875,17.5,77,99.90000153
49.28,73.13692185,12.7314844,17.5,73.25,32.85595954
45.37,78.70816879,2.951945647,17.5,78.75,99.90000153
57.63,77.00754228,2.368964875,17.5,77,22.51463982
46.62,73.08573652,10.58122967,17.5,73,33.22891736
53.14,79.5459796,3.317470048,17.5,79.5,99.90000153
48.45,80.52163892,3.462240449,17.5,80.5,99.90000153
38.52,76.28981467,1.860113959,17.5,76.25,29.50968142
45.73,72.92342455,10.58122967,17.5,73,32.74195177
40.05,81.41991057,3.528789699,17.5,81.5,99.90000153
49.74,78.35817451,2.489593481,17.5,78.25,99.90000153
42.36,76.69589178,2.186691154,17.5,76.75,32.06624762
44.87,81.7616477,3.111156111,17.5,81.75,99.90000153
57.33,76.07440111,1.571548178,17.5,76,99.90000153
42.87,81.5034187,3.528789699,17.5,81.5,99.90000153
45.09,73.82724524,8.209647273,17.5,73.75,26.40521904
42.1,80.56670146,3.462240449,17.5,80.5,20.49624865
45.12,79.51526322,3.317470048,17.5,79.5,99.90000153
49.14,76.03702681,1.571548178,17.5,76,99.90000153
45.71,75.35233642,1.484014774,17.5,75.25,20.52858074
38.13,75.05400188,1.473376857,17.5,75,99.90000153
49.82,73.77909736,8.209647273,17.5,73.75,24.62672651
55.22,72.92647352,10.58122967,17.5,73,29.13746892
54.75,78.38886682,2.393467792,17.5,78.5,99.90000153
50.65,81.88900112,2.584507174,17.5,82,29.60947498
43.53,75.20093837,1.484014774,17.5,75.25,31.74886904
43.62,74.33464745,2.487156909,17.5,74.25,32.60144487
42.57,78.78172529,2.951945647,17.5,78.75,99.90000153
47.45,82.49166752,2.955601237,17.5,82.5,99.90000153
49.74,80.9300116,3.307012253,17.5,81,31.58657467
34.13,79.38402684,3.317470048,17.5,79.5,99.90000153
52.06,82.73052269,2.888115579,17.5,82.75,31.95845102
42.19,75.57940976,1.724199589,17.5,75.5,20.90170443
46.86,78.24968742,2.489593481,17.5,78.25,99.90000153
44.18,73.61607075,14.74761763,17.5,73.5,99.90000153
54.36,80.32996209,3.064293661,17.5,80.25,30.51552248
44.42,78.41223942,2.393467792,17.5,78.5,32.6230562
37.36,75.18456249,1.484014774,17.5,75.25,31.93812739
37.82,73.34576375,12.7314844,17.5,73.25,99.90000153
45.68,78.02583964,1.371111074,17.5,78,99.90000153
48,73.30019717,12.7314844,17.5,73.25,32.63635516
50.72,81.94590336,2.584507174,17.5,82,99.90000153
49.02,78.11363573,1.371111074,17.5,78,32.46991013
40.79,74.16903623,2.487156909,17.5,74.25,99.90000153
35.69,81.17294538,4.816392114,17.75,81.25,32.65629561
45.02,81.38865077,4.214336673,17.75,81.5,99.90000153
49.89,80.72101122,3.996661049,17.75,80.75,32.92391862
38.99,82.23472841,3.271605809,17.75,82.25,99.90000153
47.04,74.48449158,2.059093938,17.75,74.5,99.90000153
41.31,74.76188918,1.853325144,17.75,74.75,31.90942888
48.79,83.34043931,2.890386907,17.75,83.25,99.90000153
50.22,76.63036742,2.548422924,17.75,76.75,99.90000153
41.42,81.22938316,4.816392114,17.75,81.25,99.90000153
50.87,81.2437654,4.816392114,17.75,81.25,99.90000153
46.58,74.21082587,2.451864129,17.75,74.25,99.90000153
42.98,75.51964975,1.78906719,17.75,75.5,32.21027684
51.65,76.36870229,2.127113466,17.75,76.25,99.90000153
43.8,77.75688793,2.408673799,17.75,77.75,99.90000153
50.24,80.73344758,3.996661049,17.75,80.75,99.90000153
49.92,78.44098144,2.302929532,17.75,78.5,31.41184734
36.09,82.29856544,3.271605809,17.75,82.25,99.90000153
40.66,82.60526627,2.999798863,17.75,82.5,99.90000153
44.77,80.69345846,3.996661049,17.75,80.75,99.90000153
52.17,83.28599516,2.890386907,17.75,83.25,23.07452212
45.9,73.98498069,3.291750587,17.75,74,99.90000153
56.81,76.8919124,2.653298809,17.75,77,31.9534635
45,74.47411,2.059093938,17.75,74.5,99.90000153
45.7,77.10546761,2.653298809,17.75,77,99.90000153
39.38,73.65589513,5.528744638,17.75,73.75,99.90000153
53.48,76.16730789,2.127113466,17.75,76.25,99.90000153
52.49,83.23148778,2.890386907,17.75,83.25,99.90000153
44.21,80.4279144,4.087262155,17.75,80.5,23.07433555
49.7,81.6819498,3.279526958,17.75,81.75,99.90000153
36.47,81.12846693,4.816392114,17.75,81.25,99.90000153
54.3,79.0877396,3.064522976,17.75,79,99.90000153
39.8,78.59346745,2.302929532,17.75,78.5,99.90000153
41.19,78.32051585,2.230926807,17.75,78.25,99.90000153
39.58,75.70306613,2.540774296,17.75,75.75,99.90000153
43.45,82.2144456,3.271605809,17.75,82.25,31.91488107
41.5,81.45428,4.214336673,17.75,81.5,33.37646868
38.68,74.09069143,3.291750587,17.75,74,99.90000153
48.33,80.201776,3.218772013,17.75,80.25,99.90000153
47.85,76.85159037,2.548422924,17.75,76.75,99.90000153
46.31,73.61663726,18.93329991,17.75,73.5,99.90000153
56.83,79.52072911,3.793567567,17.75,79.5,99.90000153
56.84,79.06845967,3.064522976,17.75,79,32.10148668
51.44,76.36481481,2.127113466,17.75,76.25,99.90000153
55.42,77.11170705,2.653298809,17.75,77,99.90000153
41.04,80.46103546,4.087262155,17.75,80.5,31.05024659
46.19,79.33637363,2.838020503,17.75,79.25,99.90000153
48.16,77.5661247,2.144477766,17.75,77.5,32.19569273
48.13,73.2451581,14.43341069,17.75,73.25,99.90000153
51.39,73.12125085,10.88353012,17.75,73,99.90000153
40.9,74.31724722,2.451864129,17.75,74.25,99.90000153
58.79,79.39834987,3.793567567,17.75,79.5,31.67957706
34.81,77.16942664,2.197508527,17.75,77.25,99.90000153
40.29,78.49649299,2.302929532,17.75,78.5,99.90000153
34.93,73.23813328,14.43341069,17.75,73.25,30.46685301
45.4,79.79188745,3.216988456,17.75,79.75,31.54727926
57.64,74.27932714,2.451864129,17.75,74.25,99.90000153
42.13,74.17263797,2.451864129,17.75,74.25,99.90000153
48.28,75.41051243,1.78906719,17.75,75.5,33.22506526
42.4,74.69356719,1.853325144,17.75,74.75,99.90000153
39.63,75.7666609,2.540774296,17.75,75.75,99.90000153
38.41,77.89769462,2.566908056,17.75,78,99.90000153
36.71,77.20873071,2.197508527,17.75,77.25,99.90000153
49.13,77.53085926,2.144477766,17.75,77.5,32.11437577
42.68,76.68122807,2.548422924,17.75,76.75,99.90000153
40.06,79.57512736,3.793567567,17.75,79.5,99.90000153
51.88,75.56810035,1.78906719,17.75,75.5,31.78974203
44.28,82.97291626,2.853857164,17.75,83,99.90000153
39.01,75.21196033,1.436639149,17.75,75.25,32.88815696
47.08,77.90902725,2.566908056,17.75,78,99.90000153
51.6,74.07189902,3.291750587,17.75,74,31.82647256
45.02,78.12918739,2.230926807,17.75,78.25,31.82430284
36,81.24641202,4.816392114,17.75,81.25,23.07452212
46,78.55181188,2.302929532,17.75,78.5,29.26694955
46.6,78.38814479,2.302929532,17.75,78.5,99.90000153
54.8,82.24872004,3.271605809,17.75,82.25,31.19164387
41.22,77.46788373,2.144477766,17.75,77.5,99.90000153
50.3,81.53091793,4.214336673,17.75,81.5,99.90000153
48.22,79.94954212,3.237715277,17.75,80,99.90000153
40.64,77.12521753,2.197508527,17.75,77.25,31.59821639
43.43,82.14273736,3.271605809,17.75,82.25,31.71882951
52.45,77.50383245,2.144477766,17.75,77.5,33.65563505
41.86,73.81776679,5.528744638,17.75,73.75,99.90000153
45.55,77.19324926,2.197508527,17.75,77.25,20.85705578
47.31,78.92254244,3.064522976,17.75,79,31.31902242
40.59,75.98874023,2.077250872,17.75,76,99.90000153
51.37,77.72965527,2.408673799,17.75,77.75,99.90000153
39.09,74.32860071,2.451864129,17.75,74.25,99.90000153
37.45,80.28154794,3.218772013,17.75,80.25,32.26574635
36.49,72.95178934,10.88353012,17.75,73,99.90000153
55.56,80.65282158,3.996661049,17.75,80.75,33.16664509
45.63,74.66789356,1.853325144,17.75,74.75,31.03790034
49.27,77.61174342,2.144477766,17.75,77.5,99.90000153
39.19,80.76005884,4.112954432,18,80.75,99.90000153
48.61,77.12842684,2.094017377,18,77.25,26.02526343
47.42,78.27954086,3.408180376,18,78.25,31.65701835
38.27,80.01958947,3.925973702,18,80,30.71070812
48.46,78.09205696,3.357881909,18,78,31.88696397
44.11,78.2417193,3.408180376,18,78.25,99.90000153
42.14,80.28746485,3.68361601,18,80.25,31.89724798
38.5,78.41819783,2.987659864,18,78.5,99.90000153
49.68,74.03427014,3.267978242,18,74,99.90000153
45.84,73.45851597,20.79945239,18,73.5,99.90000153
39.93,80.73313309,4.112954432,18,80.75,31.97227125
42.44,78.7964143,3.169954444,18,78.75,31.97227125
43.5,82.16935295,3.745409804,18,82.25,99.90000153
41.16,78.58583074,2.987659864,18,78.5,99.90000153
42.1,78.71898291,3.169954444,18,78.75,20.49624865
41.19,83.0737631,3.309228886,18,83,33.85698486
51.23,76.63264958,2.583200476,18,76.75,99.90000153
46.93,74.33468002,1.915365642,18,74.25,99.90000153
35.26,81.33528525,4.812764161,18,81.25,32.63598467
53.83,82.97726484,3.309228886,18,83,99.90000153
52.14,75.77063599,2.195033339,18,75.75,99.90000153
48.44,81.37901285,4.566590953,18,81.5,99.90000153
55.74,81.40382835,4.566590953,18,81.5,99.90000153
56.31,73.27100157,14.66911252,18,73.25,99.90000153
43.95,81.25775599,4.812764161,18,81.25,21.66985241
41.92,80.32119938,3.68361601,18,80.25,21.66985241
48.35,80.43604788,3.964655952,18,80.5,31.74886904
47.99,81.75175103,4.035467846,18,81.75,99.90000153
42.21,76.53122169,2.478527648,18,76.5,99.90000153
49.37,74.58943302,1.815979351,18,74.5,32.36023206
49.16,78.21228187,3.408180376,18,78.25,99.90000153
45.16,78.69911641,3.169954444,18,78.75,99.90000153
51.82,81.75386596,4.035467846,18,81.75,99.90000153
56.29,73.04611873,12.69507272,18,73,28.71479174
47.86,73.80702349,4.675075264,18,73.75,31.67957706
45.03,81.85973904,4.035467846,18,81.75,99.90000153
43.43,74.21378501,1.915365642,18,74.25,34.63465744
45.37,79.9838041,3.925973702,18,80,99.90000153
49,72.98483431,12.69507272,18,73,99.90000153
44.82,82.94302311,3.309228886,18,83,24.62672651
46.12,79.91239439,3.925973702,18,80,99.90000153
46.78,79.46498333,3.283213429,18,79.5,21.03097782
45.59,78.17241861,3.408180376,18,78.25,32.49028192
43.21,75.01465904,1.292210938,18,75,99.90000153
37.39,74.27376999,1.915365642,18,74.25,99.90000153
40.6,74.73173973,1.692822815,18,74.75,99.90000153
44.19,80.40157974,3.964655952,18,80.5,99.90000153
41.44,73.98447632,3.267978242,18,74,99.90000153
47.8,81.74357782,4.035467846,18,81.75,99.90000153
44.29,81.98111445,3.661602564,18,82,99.90000153
49.21,74.90939816,1.292210938,18,75,99.90000153
50.03,79.54838323,3.283213429,18,79.5,32.25863193
40.36,81.25727537,4.812764161,18,81.25,33.0789967
49.99,77.00915636,2.261619278,18,77,99.90000153
39.27,75.23966738,1.675720485,18,75.25,31.08825571
39.06,73.68059605,4.675075264,18,73.75,99.90000153
46.45,80.64160167,4.112954432,18,80.75,30.33650359
43.06,74.93580672,1.292210938,18,75,34.00551747
47.02,81.57028933,4.566590953,18,81.5,99.90000153
43.07,76.77728029,2.583200476,18,76.75,99.90000153
46.43,78.89805815,3.323348396,18,79,99.90000153
46.87,73.50579115,20.79945239,18,73.5,31.92920708
37,73.39858018,20.79945239,18,73.5,34.00233761
49.91,82.95222488,3.309228886,18,83,31.78430159
51.72,82.97073831,3.309228886,18,83,29.0063429
50.9,80.55391993,3.964655952,18,80.5,99.90000153
49.92,73.9592124,3.267978242,18,74,32.39753011
45.83,74.35836999,1.915365642,18,74.25,33.77089743
48.37,77.87005354,2.86580532,18,77.75,31.49378757
51.06,83.25151835,2.72847313,18,83.25,99.90000153
